KOD;TYTUŁ;PASUJE_DO;[DEDYKOWANY_MODEL];[MARKA];PARAMETRY;CENA_KT;ZDJĘCIA;CZAS;STAW_VAT;LICZBA_RODZAJ;KAT_ALLEGRO_ID;LICZBA;EAN13;PARAMETRY_EU;[WZÓR]
15351;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY M32 5G";"Samsung Galaxy A04 (id: ef2e816994a6f72b58683b5d692523fd617214acc7a421b3ec93a9ce709085a5)
Samsung Galaxy A12 (id: b35f8e3e13fcdb0df3b118dfebd9bf85d709362adae736392f117fcadd17674e)
Samsung Galaxy A32 5G (id: 2dcd7374e7abd3b362418c5c4086cf79f33e926c8bf3ea760e7a2107a56c4711)
Samsung Galaxy M12 (id: e024e1821b213a83b646bedd1c430b4e3fa0bebf50061bb6c78464f258f090ad)
Samsung Galaxy M32 5G (id: cb985de7b686f0a65e76ed4aae28b5c884853c8461252bfc1d16dde8fbc3f61d)
Samsung Galaxy M33 (id: 49171592b6bc85b880b739d05fe4af78931a05f0b5b06b8c5d0c30cdf2c5cd12)
";"GALAXY M32 5G";SAMSUNG;"249828|3|249828_1747533|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15351;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY M33";"Samsung Galaxy A04 (id: ef2e816994a6f72b58683b5d692523fd617214acc7a421b3ec93a9ce709085a5)
Samsung Galaxy A12 (id: b35f8e3e13fcdb0df3b118dfebd9bf85d709362adae736392f117fcadd17674e)
Samsung Galaxy A32 5G (id: 2dcd7374e7abd3b362418c5c4086cf79f33e926c8bf3ea760e7a2107a56c4711)
Samsung Galaxy M12 (id: e024e1821b213a83b646bedd1c430b4e3fa0bebf50061bb6c78464f258f090ad)
Samsung Galaxy M32 5G (id: cb985de7b686f0a65e76ed4aae28b5c884853c8461252bfc1d16dde8fbc3f61d)
Samsung Galaxy M33 (id: 49171592b6bc85b880b739d05fe4af78931a05f0b5b06b8c5d0c30cdf2c5cd12)
";"GALAXY M33";SAMSUNG;"249828|3|249828_1747536|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15352;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY A04S";"Samsung Galaxy A04s (id: 9b9572eebac007f47f456a6cd203bae4a5248f1a1e17d206452d1953dd0b968e)
Samsung Galaxy A02 (id: c8a78adba05ddcbe8c66cd37ebca62c58cc6838522dbe4632c7434eb43a2b518)
";"GALAXY A04S";SAMSUNG;"249828|3|249828_1746975|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15352;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY A02";"Samsung Galaxy A04s (id: 9b9572eebac007f47f456a6cd203bae4a5248f1a1e17d206452d1953dd0b968e)
Samsung Galaxy A02 (id: c8a78adba05ddcbe8c66cd37ebca62c58cc6838522dbe4632c7434eb43a2b518)
";"GALAXY A02";SAMSUNG;"249828|3|249828_1746956|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15353;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY A05S";"Samsung Galaxy A05s (id: 1e0874975c766af51de2c741a55caa899c7691669b74a7be015a7cf5b20a9144)
";"GALAXY A05S";SAMSUNG;"249828|3|249828_1884464|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15354;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY A13 ";"Samsung Galaxy A13 (id: e3a0eeb1429e0c6938eb20c7f130e85263d584c11ebcc4884966eeda784d2851)
Samsung Galaxy A13 5G (id: cccbd97311d1a1db64bca0cce36b96a255497bc8a0f8a9b5214e339230b95b06)
";"GALAXY A13 ";SAMSUNG;"249828|3|249828_1746992|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15354;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY A13 5G";"Samsung Galaxy A13 (id: e3a0eeb1429e0c6938eb20c7f130e85263d584c11ebcc4884966eeda784d2851)
Samsung Galaxy A13 5G (id: cccbd97311d1a1db64bca0cce36b96a255497bc8a0f8a9b5214e339230b95b06)
";"GALAXY A13 5G";SAMSUNG;"249828|3|249828_1746995|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15355;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY A15 ";"Samsung Galaxy A15 (id: 920454a414dce44d3f857c8f9d5a68e5cab935234f916c96fe412fe234860f3c)
Samsung Galaxy A15 5G (id: 9a41979a38bc85eae65f426fb523faf153273c614d0dd3b7da7c2eaaeec4fb23)
";"GALAXY A15 ";SAMSUNG;"249828|3|249828_1884466|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15355;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY A15 5G";"Samsung Galaxy A15 (id: 920454a414dce44d3f857c8f9d5a68e5cab935234f916c96fe412fe234860f3c)
Samsung Galaxy A15 5G (id: 9a41979a38bc85eae65f426fb523faf153273c614d0dd3b7da7c2eaaeec4fb23)
";"GALAXY A15 5G";SAMSUNG;"249828|3|249828_1884467|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15356;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY A24";"Samsung Galaxy A24 (id: 862a0773a002ffa6c05215e3ea520123a2922e5df89ecdca8cccd5d6db9dc921)
";"GALAXY A24";SAMSUNG;"249828|3|249828_1884469|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15356;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY A25 5G";"Samsung Galaxy A24 (id: 862a0773a002ffa6c05215e3ea520123a2922e5df89ecdca8cccd5d6db9dc921)
";"GALAXY A25 5G";SAMSUNG;"249828|3|249828_1926333|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15357;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY A26 5G";"Samsung Galaxy A26 (id: 1c9b42d8121f413a2c45eca10b6399f5a97700e2ea380b33d9ec171ff7808f5a)
";"GALAXY A26 5G";SAMSUNG;"11323|3|11323_1|
224017|0|Szkło hartowane na SAMSUNG GALAXY A26 5G|
219781|0|SAMSUNG GALAXY A26 5G|
207854|3|207854_234034|
249950|3|249950_1786046|
207862|1|3|
249055|3|249055_1019864|
207866|2|0,50|
207874|3|207874_1[rn]207874_2|
207878|3|207878_234050|
17448|2|0,50|
225693|0||
229205|3|229205_340245|
249828|3|249828_2005818|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15358;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY A34 5G";"Samsung Galaxy A34 5G (id: 68c135b337b937dd6e16e725dc75c3bf94283dcf0166c1b8b6ece7c8a9b75987)
";"GALAXY A34 5G";SAMSUNG;"249828|3|249828_1780055|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15359;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY A35 ";"Samsung Galaxy A35 (id: 46fb08e3de508dd4c60f9d04a6222a96b5b887c4f90340ed8b0a3a2cf1538fe2)
";"GALAXY A35 ";SAMSUNG;"249828|3|249828_1884471|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15360;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY A50";"Samsung Galaxy A50 (id: 8b10551a10a83bdcf518282e1e81a8dd4878409714dab005b7b0707a1c2dec80)
Samsung Galaxy A30s (id: 8071a4a071b89f240bd6509657a56e2146ab1b6075f626c5efa6452d250e6fe3)
Samsung Galaxy A50s (id: d7f6ccfbdd000c09b9984f2662fb7a0ed1ae5ca2458aebb4ef8923cdffd48459)
Samsung Galaxy A30 (id: 54fb1d1b3959b7c10c0bab244f0b083a601935a3c15206f0920320291a6f1061)
Samsung Galaxy A20 (id: d8f67fc016ee416a07d9d32ff9daa26de72dd117b04fea8a077878dbc4b35a32)
Samsung Galaxy M21 (id: e4ac5d6245c7c7d4521cb747d0d8a871a3a6bf8db228254089ae901735b34491)
Samsung Galaxy M31s (id: 5dba3d62201e983152cbed0bbe9d0214f228f9fd2e583182a782ced74e16e8ce)
Samsung Galaxy M31 (id: ee3f337c31b5c9fee4957221a03799f3fcc4a85017a6c7adec988a5a1770a263)
Samsung Galaxy M30s (id: 472edf54ea0ddad81830ed75b5d3c17d59927a8c64948e5af87b26ff72998539)
";"GALAXY A50";SAMSUNG;"249828|3|249828_1747077|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15360;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY A30S";"Samsung Galaxy A50 (id: 8b10551a10a83bdcf518282e1e81a8dd4878409714dab005b7b0707a1c2dec80)
Samsung Galaxy A30s (id: 8071a4a071b89f240bd6509657a56e2146ab1b6075f626c5efa6452d250e6fe3)
Samsung Galaxy A50s (id: d7f6ccfbdd000c09b9984f2662fb7a0ed1ae5ca2458aebb4ef8923cdffd48459)
Samsung Galaxy A30 (id: 54fb1d1b3959b7c10c0bab244f0b083a601935a3c15206f0920320291a6f1061)
Samsung Galaxy A20 (id: d8f67fc016ee416a07d9d32ff9daa26de72dd117b04fea8a077878dbc4b35a32)
Samsung Galaxy M21 (id: e4ac5d6245c7c7d4521cb747d0d8a871a3a6bf8db228254089ae901735b34491)
Samsung Galaxy M31s (id: 5dba3d62201e983152cbed0bbe9d0214f228f9fd2e583182a782ced74e16e8ce)
Samsung Galaxy M31 (id: ee3f337c31b5c9fee4957221a03799f3fcc4a85017a6c7adec988a5a1770a263)
Samsung Galaxy M30s (id: 472edf54ea0ddad81830ed75b5d3c17d59927a8c64948e5af87b26ff72998539)
";"GALAXY A30S";SAMSUNG;"249828|3|249828_1747035|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15360;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY A50S";"Samsung Galaxy A50 (id: 8b10551a10a83bdcf518282e1e81a8dd4878409714dab005b7b0707a1c2dec80)
Samsung Galaxy A30s (id: 8071a4a071b89f240bd6509657a56e2146ab1b6075f626c5efa6452d250e6fe3)
Samsung Galaxy A50s (id: d7f6ccfbdd000c09b9984f2662fb7a0ed1ae5ca2458aebb4ef8923cdffd48459)
Samsung Galaxy A30 (id: 54fb1d1b3959b7c10c0bab244f0b083a601935a3c15206f0920320291a6f1061)
Samsung Galaxy A20 (id: d8f67fc016ee416a07d9d32ff9daa26de72dd117b04fea8a077878dbc4b35a32)
Samsung Galaxy M21 (id: e4ac5d6245c7c7d4521cb747d0d8a871a3a6bf8db228254089ae901735b34491)
Samsung Galaxy M31s (id: 5dba3d62201e983152cbed0bbe9d0214f228f9fd2e583182a782ced74e16e8ce)
Samsung Galaxy M31 (id: ee3f337c31b5c9fee4957221a03799f3fcc4a85017a6c7adec988a5a1770a263)
Samsung Galaxy M30s (id: 472edf54ea0ddad81830ed75b5d3c17d59927a8c64948e5af87b26ff72998539)
";"GALAXY A50S";SAMSUNG;"249828|3|249828_1747080|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15360;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY A30";"Samsung Galaxy A50 (id: 8b10551a10a83bdcf518282e1e81a8dd4878409714dab005b7b0707a1c2dec80)
Samsung Galaxy A30s (id: 8071a4a071b89f240bd6509657a56e2146ab1b6075f626c5efa6452d250e6fe3)
Samsung Galaxy A50s (id: d7f6ccfbdd000c09b9984f2662fb7a0ed1ae5ca2458aebb4ef8923cdffd48459)
Samsung Galaxy A30 (id: 54fb1d1b3959b7c10c0bab244f0b083a601935a3c15206f0920320291a6f1061)
Samsung Galaxy A20 (id: d8f67fc016ee416a07d9d32ff9daa26de72dd117b04fea8a077878dbc4b35a32)
Samsung Galaxy M21 (id: e4ac5d6245c7c7d4521cb747d0d8a871a3a6bf8db228254089ae901735b34491)
Samsung Galaxy M31s (id: 5dba3d62201e983152cbed0bbe9d0214f228f9fd2e583182a782ced74e16e8ce)
Samsung Galaxy M31 (id: ee3f337c31b5c9fee4957221a03799f3fcc4a85017a6c7adec988a5a1770a263)
Samsung Galaxy M30s (id: 472edf54ea0ddad81830ed75b5d3c17d59927a8c64948e5af87b26ff72998539)
";"GALAXY A30";SAMSUNG;"249828|3|249828_1747032|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15360;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY A20";"Samsung Galaxy A50 (id: 8b10551a10a83bdcf518282e1e81a8dd4878409714dab005b7b0707a1c2dec80)
Samsung Galaxy A30s (id: 8071a4a071b89f240bd6509657a56e2146ab1b6075f626c5efa6452d250e6fe3)
Samsung Galaxy A50s (id: d7f6ccfbdd000c09b9984f2662fb7a0ed1ae5ca2458aebb4ef8923cdffd48459)
Samsung Galaxy A30 (id: 54fb1d1b3959b7c10c0bab244f0b083a601935a3c15206f0920320291a6f1061)
Samsung Galaxy A20 (id: d8f67fc016ee416a07d9d32ff9daa26de72dd117b04fea8a077878dbc4b35a32)
Samsung Galaxy M21 (id: e4ac5d6245c7c7d4521cb747d0d8a871a3a6bf8db228254089ae901735b34491)
Samsung Galaxy M31s (id: 5dba3d62201e983152cbed0bbe9d0214f228f9fd2e583182a782ced74e16e8ce)
Samsung Galaxy M31 (id: ee3f337c31b5c9fee4957221a03799f3fcc4a85017a6c7adec988a5a1770a263)
Samsung Galaxy M30s (id: 472edf54ea0ddad81830ed75b5d3c17d59927a8c64948e5af87b26ff72998539)
";"GALAXY A20";SAMSUNG;"249828|3|249828_1747001|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15360;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY M21";"Samsung Galaxy A50 (id: 8b10551a10a83bdcf518282e1e81a8dd4878409714dab005b7b0707a1c2dec80)
Samsung Galaxy A30s (id: 8071a4a071b89f240bd6509657a56e2146ab1b6075f626c5efa6452d250e6fe3)
Samsung Galaxy A50s (id: d7f6ccfbdd000c09b9984f2662fb7a0ed1ae5ca2458aebb4ef8923cdffd48459)
Samsung Galaxy A30 (id: 54fb1d1b3959b7c10c0bab244f0b083a601935a3c15206f0920320291a6f1061)
Samsung Galaxy A20 (id: d8f67fc016ee416a07d9d32ff9daa26de72dd117b04fea8a077878dbc4b35a32)
Samsung Galaxy M21 (id: e4ac5d6245c7c7d4521cb747d0d8a871a3a6bf8db228254089ae901735b34491)
Samsung Galaxy M31s (id: 5dba3d62201e983152cbed0bbe9d0214f228f9fd2e583182a782ced74e16e8ce)
Samsung Galaxy M31 (id: ee3f337c31b5c9fee4957221a03799f3fcc4a85017a6c7adec988a5a1770a263)
Samsung Galaxy M30s (id: 472edf54ea0ddad81830ed75b5d3c17d59927a8c64948e5af87b26ff72998539)
";"GALAXY M21";SAMSUNG;"249828|3|249828_1747502|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
15360;"Ceramiczne SZKŁO HARTOWANE NA SAMSUNG GALAXY M31S";"Samsung Galaxy A50 (id: 8b10551a10a83bdcf518282e1e81a8dd4878409714dab005b7b0707a1c2dec80)
Samsung Galaxy A30s (id: 8071a4a071b89f240bd6509657a56e2146ab1b6075f626c5efa6452d250e6fe3)
Samsung Galaxy A50s (id: d7f6ccfbdd000c09b9984f2662fb7a0ed1ae5ca2458aebb4ef8923cdffd48459)
Samsung Galaxy A30 (id: 54fb1d1b3959b7c10c0bab244f0b083a601935a3c15206f0920320291a6f1061)
Samsung Galaxy A20 (id: d8f67fc016ee416a07d9d32ff9daa26de72dd117b04fea8a077878dbc4b35a32)
Samsung Galaxy M21 (id: e4ac5d6245c7c7d4521cb747d0d8a871a3a6bf8db228254089ae901735b34491)
Samsung Galaxy M31s (id: 5dba3d62201e983152cbed0bbe9d0214f228f9fd2e583182a782ced74e16e8ce)
Samsung Galaxy M31 (id: ee3f337c31b5c9fee4957221a03799f3fcc4a85017a6c7adec988a5a1770a263)
Samsung Galaxy M30s (id: 472edf54ea0ddad81830ed75b5d3c17d59927a8c64948e5af87b26ff72998539)
";"GALAXY M31S";SAMSUNG;"249828|3|249828_1747528|
";29.99;"T:\wygenrowane_do_EU\A\0\miniatura_t_1.jpg
T:\wygenrowane_do_EU\KOLEKCJA\mockup.png
T:\wygenrowane_do_EU\KOLEKCJA\mockup2.png
T:\wygenrowane_do_EU\A\0\1.jpg
T:\wygenrowane_do_EU\A\0\2.jpg
T:\wygenrowane_do_EU\A\0\3.jpg
T:\wygenrowane_do_EU\A\0\4.jpg
T:\wygenrowane_do_EU\A\0\5.jpg
T:\wygenrowane_do_EU\A\0\6.jpg
T:\wygenrowane_do_EU\A\0\miniatura1.jpg
";99;23;0;10532;1000;;;
